user_id,group_id,primary_topic,secondary_topic,activity_level,planned_events
2660,7,7,3,0.795497,222
2661,8,8,9,0.370649,70
2662,9,9,1,0.872434,166
2663,10,10,5,0.706957,208
2664,11,11,10,0.482423,38
2665,0,0,9,0.827154,174
2666,1,1,8,0.573411,41
2667,2,2,7,0.504800,36
2668,3,3,9,0.676318,211
2669,4,4,11,0.896454,120
2670,5,5,10,0.445190,76
2671,6,6,2,0.738764,224
2672,7,7,5,0.599425,39
2673,8,8,1,0.538160,24
2674,9,9,8,0.833848,184
2675,10,10,0,0.656855,185
2676,11,11,1,0.568722,41
2677,0,0,9,0.536645,52
2678,1,1,5,0.556089,58
2679,2,2,10,0.817677,132
2680,3,3,6,0.456514,43
2681,4,4,6,0.506286,72
2682,5,5,0,0.596167,60
2683,6,6,4,0.871421,85
2684,7,7,6,0.689965,187
2685,8,8,3,0.446973,25
2686,9,9,4,0.426441,69
2687,10,10,1,0.881627,130
2688,11,11,3,0.440194,31
2689,0,0,7,0.481018,20
2690,1,1,5,0.486041,78
2691,2,2,0,0.832389,206
2692,3,3,2,0.465669,34
2693,4,4,2,0.781699,171
2694,5,5,11,0.437458,37
2695,6,6,2,0.393569,32
2696,7,7,2,0.896152,121
2697,8,8,0,0.380753,24
2698,9,9,8,0.350769,61
2699,10,10,11,0.555332,61
2700,11,11,8,0.389714,38
2701,0,0,10,0.548466,70
2702,1,1,2,0.356034,53
2703,2,2,9,1.177694,591
2704,3,3,9,0.367420,42
2705,4,4,9,0.378685,60
2706,5,5,6,0.453541,33
2707,6,6,10,0.791713,189
2708,7,7,11,1.335554,286
2709,8,8,9,0.517386,55
2710,9,9,3,0.659896,208
2711,10,10,5,0.599473,31
2712,11,11,7,0.546401,67
2713,0,0,5,0.405679,58
2714,1,1,3,0.809018,181
2715,2,2,1,0.539632,32
2716,3,3,0,1.169466,809
2717,4,4,6,0.876280,131
2718,5,5,8,0.862602,148
2719,6,6,2,0.525329,72
2720,7,7,11,1.340889,368
2721,8,8,10,0.365827,35
2722,9,9,3,0.548975,70
2723,10,10,6,0.718691,203
2724,11,11,5,0.378074,70
2725,0,0,10,0.466116,59
2726,1,1,5,0.500656,78
2727,2,2,9,0.451590,50
2728,3,3,4,0.520651,70
2729,4,4,11,0.700971,144
2730,5,5,2,0.500065,47
2731,6,6,2,0.510211,55
2732,7,7,10,0.441013,74
2733,8,8,4,0.370518,58
2734,9,9,7,0.418928,24
2735,10,10,8,0.592359,71
2736,11,11,4,0.672231,129
2737,0,0,8,0.687833,222
2738,1,1,7,0.595421,74
2739,2,2,9,0.838560,158
2740,3,3,7,0.410540,50
2741,4,4,11,0.514613,60
2742,5,5,8,0.407446,50
2743,6,6,2,0.594315,22
2744,7,7,5,0.565917,59
2745,8,8,5,0.435189,68
2746,9,9,3,0.516901,75
2747,10,10,3,0.515192,62
2748,11,11,3,1.311539,367
2749,0,0,5,0.844426,233
2750,1,1,9,0.523026,57
2751,2,2,7,0.416750,43
2752,3,3,1,0.394183,31
2753,4,4,1,0.965880,606
2754,5,5,3,0.722250,134
2755,6,6,11,0.774079,95
2756,7,7,10,0.432287,26
2757,8,8,6,0.459249,77
2758,9,9,1,0.973810,254
2759,10,10,6,0.494683,46
2760,11,11,9,0.530379,45
2761,0,0,2,0.417834,23
2762,1,1,10,0.575646,35
2763,2,2,5,0.556389,67
2764,3,3,0,0.787693,175
2765,4,4,3,0.581651,50
2766,5,5,1,0.530680,71
2767,6,6,5,0.803373,210
2768,7,7,2,0.432533,44
2769,8,8,1,0.541448,65
2770,9,9,7,0.413109,42
2771,10,10,3,0.701995,218
2772,11,11,8,0.536144,33
2773,0,0,3,0.589448,41
2774,1,1,2,0.552482,57
2775,2,2,10,0.369756,68
2776,3,3,0,0.500650,21
2777,4,4,6,0.482779,69
2778,5,5,0,0.351206,50
2779,6,6,0,0.419473,48
2780,7,7,1,0.513764,77
2781,8,8,11,0.420098,43
2782,9,9,0,0.698866,167
2783,10,10,7,0.448177,27
2784,11,11,7,0.417795,24
2785,0,0,5,0.552523,43
2786,1,1,8,0.394546,40
2787,2,2,4,0.366163,57
2788,3,3,10,0.857828,146
2789,4,4,11,0.384485,58
2790,5,5,0,0.513561,77
2791,6,6,2,0.710108,224
2792,7,7,5,0.772342,195
2793,8,8,4,0.890813,93
2794,9,9,8,0.554890,35
2795,10,10,6,0.596507,53
2796,11,11,7,0.505192,76
2797,0,0,6,0.522396,30
2798,1,1,9,0.820620,105
2799,2,2,7,0.534056,22
2800,3,3,5,0.578763,28
2801,4,4,1,0.483365,75
2802,5,5,4,0.452523,77
2803,6,6,7,0.574170,72
2804,7,7,11,0.779524,206
2805,8,8,4,0.502389,31
2806,9,9,2,0.514391,77
2807,10,10,0,0.433003,63
2808,11,11,8,0.794334,204
2809,0,0,7,1.320972,552
2810,1,1,5,0.824251,234
2811,2,2,5,1.090650,830
2812,3,3,11,0.586964,40
2813,4,4,11,0.514079,51
2814,5,5,0,0.424500,39
2815,6,6,11,0.849273,221
2816,7,7,9,0.856106,170
2817,8,8,6,0.451373,39
2818,9,9,6,0.413573,53
2819,10,10,1,0.395125,31
2820,11,11,8,0.511939,77
2821,0,0,11,0.434033,79
2822,1,1,8,0.542988,24
2823,2,2,10,0.514389,26
2824,3,3,8,0.471347,44
2825,4,4,2,0.423375,24
2826,5,5,11,0.574042,79
2827,6,6,3,0.685871,214
2828,7,7,6,0.506297,49
2829,8,8,11,0.509807,79
2830,9,9,10,0.593886,69
2831,10,10,1,0.795784,118
2832,11,11,4,0.858334,174
2833,0,0,5,0.518630,70
2834,1,1,6,0.413529,68
2835,2,2,11,0.833918,206
2836,3,3,1,0.497798,53
2837,4,4,2,0.848579,204
2838,5,5,1,0.419926,40
2839,6,6,11,0.857902,241
2840,7,7,0,0.533853,44
2841,8,8,0,0.685558,115
2842,9,9,0,0.358187,53
2843,10,10,9,0.420009,34
2844,11,11,3,0.584013,44
2845,0,0,9,0.891197,84
2846,1,1,5,1.102251,592
2847,2,2,0,0.858854,162
2848,3,3,2,0.770250,223
2849,4,4,11,0.380729,57
2850,5,5,4,0.666008,172
2851,6,6,1,0.426419,24
2852,7,7,6,0.390747,40
2853,8,8,6,0.435303,72
2854,9,9,3,0.764815,225
2855,10,10,9,0.893228,80
2856,11,11,7,0.519325,68
2857,0,0,1,0.408258,65
2858,1,1,11,0.464938,35
2859,2,2,3,0.358528,50
2860,3,3,10,0.493563,74
2861,4,4,3,0.510439,28
2862,5,5,3,0.528948,36
2863,6,6,11,0.456187,35
2864,7,7,3,0.525846,80
2865,8,8,6,0.507561,29
2866,9,9,4,0.444684,24
2867,10,10,1,1.082128,700
2868,11,11,1,0.546790,80
2869,0,0,7,0.386497,76
2870,1,1,11,0.479597,73
2871,2,2,6,0.375434,56
2872,3,3,9,0.862982,103
2873,4,4,9,0.403974,44
2874,5,5,8,0.503246,41
2875,6,6,4,0.412992,67
2876,7,7,2,0.424279,76
2877,8,8,7,0.452311,73
2878,9,9,10,0.359775,63
2879,10,10,7,0.467367,57
2880,11,11,4,0.887634,244
2881,0,0,9,1.089359,845
2882,1,1,2,0.399201,49
2883,2,2,5,0.565865,25
2884,3,3,11,0.710005,243
2885,4,4,5,0.574981,53
2886,5,5,7,0.491004,45
2887,6,6,1,0.469563,30
2888,7,7,4,0.530793,63
2889,8,8,10,0.509301,27
2890,9,9,3,0.873554,199
2891,10,10,4,0.419177,54
2892,11,11,5,0.674259,88
2893,0,0,7,0.534208,35
2894,1,1,2,1.026140,551
2895,2,2,1,0.555496,59
2896,3,3,0,0.893205,80
2897,4,4,5,0.367532,35
2898,5,5,6,0.398238,65
2899,6,6,9,0.749464,217
2900,7,7,9,0.567747,63
2901,8,8,4,0.395189,52
2902,9,9,5,0.662516,204
2903,10,10,2,0.415525,21
2904,11,11,2,0.782344,89
2905,0,0,8,0.472909,54
2906,1,1,7,0.692778,132
2907,2,2,3,0.794355,138
2908,3,3,8,0.390516,30
2909,4,4,5,0.563792,73
2910,5,5,11,0.392359,27
2911,6,6,1,0.515473,69
2912,7,7,3,0.354487,50
2913,8,8,9,0.809394,116
2914,9,9,3,0.544950,23
2915,10,10,8,0.745352,106
2916,11,11,2,0.898945,237
2917,0,0,8,0.598072,77
2918,1,1,11,0.795795,124
2919,2,2,10,0.599575,57
2920,3,3,5,0.375118,61
2921,4,4,3,0.474576,79
2922,5,5,0,0.595779,24
2923,6,6,8,0.515765,33
2924,7,7,6,0.966816,445
2925,8,8,2,0.450192,48
2926,9,9,0,0.782378,202
2927,10,10,0,0.711979,248
2928,11,11,7,0.466773,23
2929,0,0,6,0.458818,73
2930,1,1,4,0.860359,86
2931,2,2,1,0.572908,67
2932,3,3,9,0.471589,34
2933,4,4,6,0.501089,41
2934,5,5,7,0.352533,74
2935,6,6,10,0.533015,31
2936,7,7,5,0.807975,141
2937,8,8,2,0.834085,161
2938,9,9,11,0.859307,90
2939,10,10,7,0.558959,21
2940,11,11,5,0.578843,47
2941,0,0,9,0.652624,230
2942,1,1,8,0.514307,43
2943,2,2,11,0.494940,25
2944,3,3,10,0.478225,47
2945,4,4,10,0.469042,65
2946,5,5,6,0.814284,138
2947,6,6,0,0.561233,24
2948,7,7,6,0.469268,64
2949,8,8,7,0.431205,38
2950,9,9,5,0.410769,23
2951,10,10,8,0.397370,26
2952,11,11,6,0.542443,29
2953,0,0,9,0.439534,74
2954,1,1,4,0.888523,190
2955,2,2,6,0.368899,66
2956,3,3,9,0.448550,35
2957,4,4,9,0.508771,59
2958,5,5,3,0.415246,70
2959,6,6,5,0.355818,61
2960,7,7,11,0.742868,228
2961,8,8,7,0.568366,80
2962,9,9,0,0.818770,88
2963,10,10,3,0.560767,40
2964,11,11,10,0.370847,32
2965,0,0,8,0.376535,24
2966,1,1,3,0.510634,72
2967,2,2,5,0.922155,815
2968,3,3,9,0.874300,224
2969,4,4,6,0.681495,95
2970,5,5,9,0.551551,80
2971,6,6,8,0.375914,75
2972,7,7,5,0.468998,68
2973,8,8,4,0.564399,37
2974,9,9,10,0.532062,65
2975,10,10,2,0.473677,75
2976,11,11,7,0.377368,36
2977,0,0,10,0.465953,53
2978,1,1,8,0.395890,23
2979,2,2,11,0.479649,79
2980,3,3,4,0.414065,70
2981,4,4,9,0.882728,177
2982,5,5,7,0.352330,65
2983,6,6,7,0.390514,69
2984,7,7,1,0.402269,54
2985,8,8,10,0.398083,74
2986,9,9,5,0.522396,63
2987,10,10,9,0.405147,29
2988,11,11,9,1.218765,495
2989,0,0,1,0.428967,31
2990,1,1,6,0.527683,72
2991,2,2,4,0.543324,32
2992,3,3,4,0.525937,50
2993,4,4,1,0.812380,159
2994,5,5,8,0.393583,75
2995,6,6,8,0.889950,168
2996,7,7,5,0.852046,195
2997,8,8,0,0.350119,80
2998,9,9,7,0.598584,74
2999,10,10,9,0.560637,34
3000,11,11,2,0.504795,25
3001,0,0,6,0.412175,33
3002,1,1,2,0.505838,57
3003,2,2,1,0.483084,66
3004,3,3,2,0.548406,67
3005,4,4,10,0.479837,38
3006,5,5,4,0.478161,54
3007,6,6,2,0.788628,177
3008,7,7,3,0.795223,149
3009,8,8,11,0.668497,235
3010,9,9,3,0.457778,56
3011,10,10,3,0.667377,133
3012,11,11,2,0.546320,37
3013,0,0,8,0.513077,66
3014,1,1,8,0.564350,77
3015,2,2,3,0.586686,70
3016,3,3,6,0.707915,240
3017,4,4,8,0.599878,28
3018,5,5,6,0.459974,21
3019,6,6,2,0.885438,100
3020,7,7,10,0.547257,62
3021,8,8,10,0.870138,208
3022,9,9,8,0.439220,42
3023,10,10,0,0.581084,27
3024,11,11,0,0.436935,35
3025,0,0,8,0.557971,65
3026,1,1,3,1.175941,755
3027,2,2,7,0.499769,33
3028,3,3,4,0.746906,184
3029,4,4,9,0.434131,63
3030,5,5,3,0.876793,92
3031,6,6,9,0.820289,113
3032,7,7,1,0.433897,52
3033,8,8,7,0.358422,27
3034,9,9,6,0.569306,20
3035,10,10,7,0.843960,179
3036,11,11,6,0.361924,22
3037,0,0,1,0.531095,79
3038,1,1,4,0.803335,171
3039,2,2,1,0.714524,205
3040,3,3,1,0.399277,39
3041,4,4,3,0.717622,220
3042,5,5,1,0.569534,39
3043,6,6,2,0.449935,74
3044,7,7,8,0.583431,31
3045,8,8,3,0.547956,48
3046,9,9,1,0.487851,27
3047,10,10,1,0.699774,136
3048,11,11,4,0.500604,46
3049,0,0,11,0.510382,80
3050,1,1,0,0.858428,103
3051,2,2,7,0.450152,52
3052,3,3,6,0.457775,70
3053,4,4,7,0.402763,42
3054,5,5,9,0.810035,153
3055,6,6,5,0.538077,68
3056,7,7,6,0.396106,67
3057,8,8,10,0.380280,74
3058,9,9,3,0.574595,40
3059,10,10,5,0.841175,208
3060,11,11,3,0.355581,64
3061,0,0,10,0.832014,221
3062,1,1,7,0.416347,80
3063,2,2,10,0.765498,103
3064,3,3,2,0.599742,52
3065,4,4,6,0.552073,67
3066,5,5,1,0.514039,67
3067,6,6,3,0.518521,65
3068,7,7,10,0.521438,26
3069,8,8,10,0.540217,65
3070,9,9,3,0.486005,24
3071,10,10,7,0.379356,56
3072,11,11,5,0.425016,38
3073,0,0,2,0.423657,74
3074,1,1,7,0.887932,141
3075,2,2,0,0.450297,29
3076,3,3,2,0.434974,65
3077,4,4,5,0.363473,75
3078,5,5,11,0.401048,24
3079,6,6,9,0.811000,243
3080,7,7,1,0.883026,249
3081,8,8,9,1.252233,958
3082,9,9,11,0.764570,151
3083,10,10,11,0.511659,52
3084,11,11,0,0.406340,54
3085,0,0,2,0.487839,51
3086,1,1,5,0.448720,56
3087,2,2,4,0.541789,20
3088,3,3,4,1.025437,882
3089,4,4,3,0.373514,57
3090,5,5,9,1.242244,252
3091,6,6,5,0.754477,175
3092,7,7,4,0.558719,59
3093,8,8,5,0.484206,32
3094,9,9,4,0.505545,59
3095,10,10,2,0.439737,36
3096,11,11,6,0.827209,181
3097,0,0,6,0.528417,78
3098,1,1,0,0.536909,34
3099,2,2,3,0.879241,92
3100,3,3,5,0.538113,45
3101,4,4,3,0.365764,66
3102,5,5,10,0.654371,187
3103,6,6,0,0.852960,136
3104,7,7,3,0.571370,37
3105,8,8,6,0.489966,30
3106,9,9,11,0.538086,27
3107,10,10,4,0.411538,53
3108,11,11,8,0.883274,110
3109,0,0,8,0.551845,69
3110,1,1,8,0.726263,248
3111,2,2,5,0.583503,31
3112,3,3,2,0.535655,35
3113,4,4,8,0.377931,63
3114,5,5,1,0.692791,112
3115,6,6,7,0.350714,65
3116,7,7,3,0.932538,940
3117,8,8,5,0.513829,26
3118,9,9,4,0.360478,46
3119,10,10,9,0.527803,44
3120,11,11,5,0.859168,225
3121,0,0,2,0.517593,63
3122,1,1,0,0.420419,65
3123,2,2,1,0.559163,58
3124,3,3,2,0.364371,32
3125,4,4,6,0.577698,58
3126,5,5,6,0.554027,28
3127,6,6,3,0.407370,40
3128,7,7,4,0.573852,69
3129,8,8,9,0.435919,34
3130,9,9,1,0.450874,76
3131,10,10,5,0.516005,58
3132,11,11,5,0.403742,65
3133,0,0,10,0.598336,52
3134,1,1,3,0.818958,93
3135,2,2,1,0.391660,25
3136,3,3,2,0.677739,242
3137,4,4,5,0.740459,171
3138,5,5,8,0.501165,72
3139,6,6,3,1.249555,642
3140,7,7,0,0.708307,209
3141,8,8,4,0.429745,42
3142,9,9,10,0.371790,80
3143,10,10,9,0.510812,31
3144,11,11,5,0.469293,69
3145,0,0,1,0.515303,80
3146,1,1,0,0.662815,141
3147,2,2,1,0.583840,54
3148,3,3,7,0.541431,42
3149,4,4,1,0.435219,58
3150,5,5,11,0.457649,79
3151,6,6,1,0.411063,50
3152,7,7,1,0.501794,33
3153,8,8,7,0.591934,21
3154,9,9,0,0.489120,41
3155,10,10,11,0.537162,80
3156,11,11,6,0.514370,65
3157,0,0,7,0.398572,66
3158,1,1,4,0.499565,29
3159,2,2,1,1.272689,588
3160,3,3,5,0.873265,207
3161,4,4,10,0.539711,77
3162,5,5,10,0.484618,63
3163,6,6,3,0.518457,80
3164,7,7,9,0.671826,164
3165,8,8,1,0.652390,172
3166,9,9,3,0.966168,686
3167,10,10,3,0.555778,52
3168,11,11,2,0.408207,47
3169,0,0,1,0.439643,67
3170,1,1,9,0.429859,47
3171,2,2,0,0.565069,79
3172,3,3,11,0.775257,162
3173,4,4,0,0.594916,27
3174,5,5,7,0.851194,234
3175,6,6,8,0.481469,60
3176,7,7,6,0.507603,80
3177,8,8,11,0.409148,62
3178,9,9,6,0.726935,81
3179,10,10,2,1.189460,655
3180,11,11,6,0.591500,22
3181,0,0,7,0.472442,48
3182,1,1,10,0.360720,21
3183,2,2,5,0.749196,147
3184,3,3,7,0.788978,246
3185,4,4,5,0.472880,71
3186,5,5,3,0.386122,68
3187,6,6,8,0.421009,32
3188,7,7,5,0.428587,24
3189,8,8,7,0.534422,66
3190,9,9,1,0.809204,160
3191,10,10,2,1.229792,986
3192,11,11,3,0.678614,248
3193,0,0,7,0.493562,53
3194,1,1,0,0.866122,139
3195,2,2,10,0.567088,52
3196,3,3,1,0.598810,59
3197,4,4,0,0.383148,26
3198,5,5,9,0.855458,245
3199,6,6,8,0.792519,192
3200,7,7,5,0.588842,23
3201,8,8,4,0.958669,999
3202,9,9,11,0.708703,245
3203,10,10,9,0.599499,54
3204,11,11,9,0.519802,45
3205,0,0,9,0.513438,34
3206,1,1,0,0.558001,28
3207,2,2,1,0.418784,33
3208,3,3,1,0.597822,45
3209,4,4,2,0.575945,21
3210,5,5,2,0.755353,227
3211,6,6,0,0.458753,53
3212,7,7,4,0.420474,66
3213,8,8,4,0.546630,52
3214,9,9,0,0.410104,49
3215,10,10,5,0.580065,23
3216,11,11,2,0.355837,27
3217,0,0,2,0.358860,32
3218,1,1,6,0.458553,69
3219,2,2,10,0.540347,67
3220,3,3,5,0.399159,62
3221,4,4,1,0.444913,61
3222,5,5,7,0.413743,50
3223,6,6,8,0.423660,80
3224,7,7,1,0.460646,79
3225,8,8,5,0.468757,21
3226,9,9,3,0.507840,71
3227,10,10,2,0.421225,56
3228,11,11,2,0.472963,20
3229,0,0,10,0.454849,62
3230,1,1,4,0.384927,45
3231,2,2,0,0.432274,24
3232,3,3,5,0.404376,46
3233,4,4,10,0.419133,24
3234,5,5,1,0.376741,48
3235,6,6,9,0.360001,50
3236,7,7,8,0.425412,77
3237,8,8,5,0.413756,20
3238,9,9,3,0.424072,36
3239,10,10,6,0.576655,21
3240,11,11,7,0.484863,62
3241,0,0,6,0.481438,66
3242,1,1,0,0.534135,71
3243,2,2,6,0.433103,54
3244,3,3,5,0.403021,73
3245,4,4,5,0.449826,61
3246,5,5,7,0.405318,76
3247,6,6,7,0.558634,67
3248,7,7,6,0.415453,59
3249,8,8,6,0.570681,61
3250,9,9,11,0.741693,116
3251,10,10,5,0.377561,37
3252,11,11,0,0.485712,72
3253,0,0,9,0.485778,69
3254,1,1,7,0.514709,76
3255,2,2,5,0.784115,224
3256,3,3,11,0.747842,204
3257,4,4,8,0.447898,34
3258,5,5,3,0.679132,205
3259,6,6,0,0.716899,213
3260,7,7,3,0.377219,41
3261,8,8,9,0.774092,99
3262,9,9,5,0.826322,203
3263,10,10,2,0.596023,54
3264,11,11,5,0.399660,39
3265,0,0,6,0.666967,101
3266,1,1,0,0.493252,32
3267,2,2,5,0.415387,74
3268,3,3,7,0.755498,186
3269,4,4,5,0.791974,214
3270,5,5,0,0.470823,70
3271,6,6,9,0.484663,35
3272,7,7,3,0.451096,68
3273,8,8,6,0.522217,75
3274,9,9,1,1.119871,617
3275,10,10,9,0.481785,60
3276,11,11,0,0.690231,133
3277,0,0,11,0.816536,239
3278,1,1,2,0.574955,48
3279,2,2,3,0.423643,36
3280,3,3,1,0.500661,23
3281,4,4,1,0.406127,38
3282,5,5,10,0.463483,61
3283,6,6,8,0.824666,84
3284,7,7,3,0.528381,43
3285,8,8,11,0.493661,35
3286,9,9,5,0.583416,28
3287,10,10,8,0.444806,71
3288,11,11,7,1.250650,540
3289,0,0,6,0.494309,54
3290,1,1,7,0.859068,175
3291,2,2,1,0.392472,49
3292,3,3,7,0.471679,66
3293,4,4,5,0.510291,49
3294,5,5,10,0.418200,44
3295,6,6,4,0.546137,78
3296,7,7,8,0.409233,74
3297,8,8,0,0.400815,29
3298,9,9,3,0.715357,171
3299,10,10,5,0.471499,38
3300,11,11,3,0.471676,60
3301,0,0,6,0.511120,61
3302,1,1,9,0.681766,237
3303,2,2,4,0.424271,20
3304,3,3,8,0.979841,484
3305,4,4,2,0.828431,101
3306,5,5,2,0.804553,237
3307,6,6,0,0.485521,74
3308,7,7,2,0.566467,74
3309,8,8,9,0.870386,243
3310,9,9,2,0.413241,78
3311,10,10,4,0.420405,65
3312,11,11,2,0.750870,109
3313,0,0,1,0.768102,135
3314,1,1,7,0.572659,70
3315,2,2,4,0.576714,42
3316,3,3,10,0.718297,115
3317,4,4,6,0.543832,74
3318,5,5,9,0.724845,169
3319,6,6,8,0.596844,55
3320,7,7,9,0.482809,28
3321,8,8,2,0.569288,63
3322,9,9,1,0.392045,49
3323,10,10,8,0.370905,33
3324,11,11,1,1.341033,716
3325,0,0,5,0.470040,78
3326,1,1,10,0.471825,75
3327,2,2,6,0.447785,23
3328,3,3,1,0.893917,93
3329,4,4,8,0.510396,76
3330,5,5,4,0.581151,25
3331,6,6,2,0.565977,44
3332,7,7,0,0.667839,184
3333,8,8,7,0.422018,43
3334,9,9,1,0.869970,222
3335,10,10,8,0.406498,36
3336,11,11,1,0.409709,47
3337,0,0,1,0.379865,48
3338,1,1,3,0.551797,41
3339,2,2,1,0.456139,77
3340,3,3,0,0.571611,47
3341,4,4,8,0.390997,62
3342,5,5,10,0.654000,238
3343,6,6,10,0.768664,158
3344,7,7,9,0.587704,32
3345,8,8,3,0.685684,85
3346,9,9,10,0.594934,67
3347,10,10,9,0.474537,73
3348,11,11,5,0.386488,39
3349,0,0,8,0.816201,177
3350,1,1,2,0.737948,237
3351,2,2,0,1.046968,383
3352,3,3,1,1.030592,774
3353,4,4,6,0.422307,79
3354,5,5,3,0.458324,48
3355,6,6,10,0.831531,108
3356,7,7,9,0.387857,77
3357,8,8,2,0.434944,22
3358,9,9,2,0.971110,541
3359,10,10,6,0.839413,181
3360,11,11,6,0.407441,66
3361,0,0,6,1.374110,910
3362,1,1,8,0.464310,61
3363,2,2,6,0.575410,70
3364,3,3,7,0.875767,148
3365,4,4,2,0.688065,152
3366,5,5,8,0.506558,49
3367,6,6,8,0.887112,208
3368,7,7,3,0.717002,161
3369,8,8,10,0.720575,154
3370,9,9,6,0.523381,23
3371,10,10,2,1.311763,330
3372,11,11,2,0.410457,41
3373,0,0,4,0.464195,28
3374,1,1,9,0.444234,47
3375,2,2,5,0.674170,161
3376,3,3,9,0.584343,77
3377,4,4,7,0.680570,178
3378,5,5,0,0.552400,21
3379,6,6,8,0.483736,46
3380,7,7,9,0.594026,36
3381,8,8,6,0.751616,170
3382,9,9,5,0.664560,227
3383,10,10,7,0.567293,73
3384,11,11,0,0.750782,206
3385,0,0,8,0.409986,26
3386,1,1,2,0.392819,37
3387,2,2,8,0.826564,98
3388,3,3,2,0.591517,33
3389,4,4,5,0.530894,34
3390,5,5,11,0.401651,62
3391,6,6,10,0.396991,30
3392,7,7,8,0.582894,44
3393,8,8,1,0.360267,32
3394,9,9,6,0.466615,26
3395,10,10,7,0.423617,46
3396,11,11,3,0.507767,66
3397,0,0,11,0.712058,249
3398,1,1,11,0.529404,35
3399,2,2,7,0.550192,34
3400,3,3,2,0.990508,946
3401,4,4,1,0.512019,55
3402,5,5,9,0.787256,116
3403,6,6,3,0.354002,74
3404,7,7,2,0.395042,78
3405,8,8,10,0.352002,47
3406,9,9,10,0.761579,149
3407,10,10,3,0.550172,70
3408,11,11,2,0.496125,55
3409,0,0,11,0.512009,54
3410,1,1,8,0.586256,39
3411,2,2,9,0.883079,104
3412,3,3,7,0.817642,156
3413,4,4,8,0.443252,52
3414,5,5,8,0.436003,59
3415,6,6,2,0.365525,32
3416,7,7,4,0.351954,52
3417,8,8,9,0.394505,51
3418,9,9,0,0.514551,77
3419,10,10,1,0.439219,43
3420,11,11,4,0.554665,55
3421,0,0,7,0.740428,105
3422,1,1,4,0.430100,50
3423,2,2,6,0.464604,76
3424,3,3,1,0.493932,43
3425,4,4,7,0.548142,63
3426,5,5,10,0.356433,20
3427,6,6,2,0.472548,71
3428,7,7,11,0.796567,208
3429,8,8,3,0.833683,146
3430,9,9,5,0.379796,74
3431,10,10,6,0.536644,36
3432,11,11,0,1.198055,737
3433,0,0,6,0.582419,66
3434,1,1,0,0.454451,58
3435,2,2,5,0.498533,38
3436,3,3,1,0.353687,80
3437,4,4,5,0.455738,41
3438,5,5,3,1.059007,465
3439,6,6,11,0.896956,218
3440,7,7,8,0.579641,65
3441,8,8,5,1.136775,611
3442,9,9,0,0.424461,30
3443,10,10,3,0.533330,49
3444,11,11,9,0.517477,26
3445,0,0,4,0.403376,61
3446,1,1,8,0.502148,71
3447,2,2,5,0.555928,63
3448,3,3,4,0.888558,82
3449,4,4,5,0.806471,138
3450,5,5,8,0.441123,75
3451,6,6,7,0.370593,27
3452,7,7,9,0.877046,152
3453,8,8,7,0.457676,73
3454,9,9,3,0.659741,205
3455,10,10,7,0.880236,221
3456,11,11,5,0.818436,232
3457,0,0,8,0.565256,43
3458,1,1,5,0.517908,52
3459,2,2,7,0.762367,237
3460,3,3,2,0.354386,51
3461,4,4,1,0.385190,39
3462,5,5,6,0.450922,37
3463,6,6,0,0.369419,63
3464,7,7,10,0.487308,39
3465,8,8,0,0.524441,51
3466,9,9,4,0.401431,45
3467,10,10,5,0.437341,49
3468,11,11,9,0.878479,136
3469,0,0,4,0.556050,78
3470,1,1,11,0.485752,58
3471,2,2,11,0.742634,127
3472,3,3,5,0.469982,25
3473,4,4,9,0.506285,65
3474,5,5,4,0.860156,173
3475,6,6,3,0.705534,215
3476,7,7,9,0.379066,70
3477,8,8,9,0.424854,33
3478,9,9,1,1.397898,668
3479,10,10,3,0.571430,51
3480,11,11,3,0.514030,58
3481,0,0,8,0.694398,214
3482,1,1,2,0.454637,28
3483,2,2,6,0.476011,27
3484,3,3,2,0.408594,54
3485,4,4,9,0.382557,25
3486,5,5,11,0.367639,67
3487,6,6,1,0.547417,48
3488,7,7,4,0.481896,40
3489,8,8,10,0.543754,39
3490,9,9,6,0.501568,46
3491,10,10,11,0.469050,29
3492,11,11,0,0.517033,66
3493,0,0,10,0.809700,175
3494,1,1,5,0.553516,56
3495,2,2,1,0.553655,56
3496,3,3,4,0.528162,69
3497,4,4,9,0.376771,25
3498,5,5,8,0.863812,164
3499,6,6,4,0.594200,59
3500,7,7,10,0.384514,24
3501,8,8,2,0.399325,37
3502,9,9,4,0.583098,35
3503,10,10,8,0.467755,20
3504,11,11,0,0.389307,35
3505,0,0,4,0.895130,202
3506,1,1,4,0.888746,194
3507,2,2,3,0.734003,83
3508,3,3,7,0.787870,234
3509,4,4,10,0.391239,73
3510,5,5,4,0.543568,76
3511,6,6,0,0.872271,174
3512,7,7,1,0.391113,67
3513,8,8,9,0.368390,57
3514,9,9,2,0.367709,33
3515,10,10,9,0.461728,30
3516,11,11,3,0.520416,43
3517,0,0,10,0.499247,26
3518,1,1,6,0.986479,922
3519,2,2,3,0.583740,66
3520,3,3,7,0.744744,134
3521,4,4,1,0.463622,80
3522,5,5,8,0.687281,148
3523,6,6,2,0.464114,45
3524,7,7,6,1.300319,366
3525,8,8,2,0.889346,150
3526,9,9,11,0.518307,78
3527,10,10,5,0.580549,60
3528,11,11,6,0.515735,66
3529,0,0,9,0.449082,21
3530,1,1,7,0.394548,56
3531,2,2,8,0.526298,55
3532,3,3,1,0.504922,31
